Event Date,Event Date,Shows,Artist,Revenue (USD),Tickets Sold,Capacity,%,Venue,City,Country,,,
01/22/2024,01/22/2024,1,Luis Miguel,1469244,12966,13771,94.15%,Coliseo de Puerto Rico,San Juan,Puerto Rico,,,
01/22/2024,01/29/2024,3,Madonna,10289619,41207,41207,100%,Madison Square Garden,New York,United States,,,
01/22/2024,01/22/2024,1,Odd Eye Circle,74369,788,2662,29.60%,Will Roger Auditorium,Fort Worth,United States,,,
01/22/2024,01/22/2024,1,Gracie Abrams,86253,1949,1949,100%,Forum Melbourne,Melbourne,Australia,,,
01/22/2024,01/22/2024,1,Travis Scott,2852336,16588,16588,100%,United Center,Chicago,United States,,,
01/21/2024,01/21/2024,1,Nate Bargatze,1010987,13761,18218,75.54%,Scotiabank Arena,Toronto,Canada,,,
01/21/2024,01/21/2024,1,Winter Jam,136439,5717,8000,71.46%,T-Mobile Center,Kansas City,United States,,,
01/20/2024,01/20/2024,1,André Rieu,970415,11525,11525,100%,Mercedes-Benz Arena,Berlin,Germany,,,
01/20/2024,01/20/2024,1,Beartooth,82827,2254,2254,100%,MTELUS,Montreal,Canada,,,
01/20/2024,01/20/2024,1,Cody Johnson,714865,11379,11379,100%,Honda Center,Anaheim,United States,,,
01/20/2024,01/20/2024,1,Disclosure Vs. Fred Again Tribute Dance Party,6750,450,450,100%,The Atlantis,Washington,United States,,,
01/20/2024,01/20/2024,1,Eddie B.,124225,2649,2649,100%,DPAC,Durham,United States,,,
01/20/2024,01/21/2024,2,ENHYPEN,3637847,17374,17374,100%,Indoor Stadium,Singapore,Singapore,,,
01/20/2024,01/20/2024,1,Grace Potter,85537,1765,3598,49.06%,MGM Music Hall,Boston,United States,,,
01/20/2024,01/21/2024,2,Jão,4211134,92757,92757,100%,Allianz Parque,São Paulo,Brazil,,,
01/20/2024,01/20/2024,1,Kansas,194531,2078,2078,100%,Ruth Eckerd Hall,Clearwater,United States,,,
01/20/2024,01/20/2024,1,Kathleen Madigan,112853,2001,2069,96.71%,Hard Rock Live,Wheatland,United States,,,
01/20/2024,01/20/2024,1,Luis Miguel,1560463,13771,13771,100%,Coliseo de Puerto Rico,San Juan,Puerto Rico,,,
01/20/2024,01/20/2024,1,Mousetrap Vs. Underground,4960,248,500,49.60%,9:30 Club,Washington,United States,,,
01/20/2024,01/21/2024,2,SEVENTEEN,8030290,37486,37486,100%,Olympic Sports Center,Macau,Macau,,,
01/20/2024,01/20/2024,1,Take On Me: New Wave 80s Party,6240,416,450,92.44%,The Atlantis,Washington,United States,,,
01/20/2024,01/21/2024,3,Tom Segura,524327,7249,8500,92.72%,Orpheum Theater,Omaha,United States,,,
01/20/2024,01/20/2024,1,Travis Scott,1262115,9532,11630,81.96%,Xcel Energy Center,St. Paul,United States,,,
01/20/2024,01/20/2024,1,Winter Jam,128932,5585,8500,7818%,KFC Yum! Center,Louisville,United States,,,
01/20/2024,01/20/2024,1,Yonder Mountain String Band,26850,895,1000,89.50%,Revolution Hall,Portland,United States,,,
01/19/2024,01/19/2024,1,André Rieu,445498,4931,4931,100%,Getec Arena,Magdeburg,Germany,,,
01/19/2024,01/19/2024,1,Cody Johnson,817210,12395,12395,100%,Golden 1 Center,Sacramento,United States,,,
01/19/2024,01/20/2024,2,Coldplay,15425465,96079,96079,100%,Philippine Arena,Bulacan,Philippines,,,
01/19/2024,01/19/2024,1,Disturbed,516951,7626,7626,100%,Peoria Civic Center,Peoria,United States,,,
01/19/2024,01/20/2024,2,Eagles,6864741,24011,24011,100%,Footprint Center,Phoenix,United States,,,
01/19/2024,01/20/2024,2,Ed Sheeran,10578529,58707,60000,97.85%,The Sevens Stadium,Dubai,United Arab Emirates,,,
01/19/2024,01/21/2024,4,Monster Jam,731697,23427,28664,81.73%,CFG Bank Arena,Baltimore,United States,,,
01/19/2024,01/19/2024,1,Odd Eye Circle,71361,835,1323,63.11%,Bayou Music Center,Houston,United States,,,
01/19/2024,01/19/2024,1,Oliver Tree,159802,3150,5000,63.00%,MGM Music Hall,Boston,United States,,,
01/19/2024,01/19/2024,1,Parker McCollum,278389,5067,5924,85.53%,Angel Of The Winds Arena,Everett,United States,,,
01/19/2024,01/20/2024,3,Tina Fey,1921218,13412,13869,96.70%,Fox Theatre,Atlanta,United States,,,
01/19/2024,01/20/2024,2,Wobbleland,1052758,15786,17000,92.86%,Bill Graham Civic Auditorium,San Francisco,United States,,,
01/18/2024,01/18/2024,1,Alex Deforce,1328,168,250,67.20%,Ancienne,Brussels,Belgium,,,
01/18/2024,01/18/2024,1,André Rieu,731984,8392,9657,86.90%,ZAG Arena,Hannover,Germany,,,
01/18/2024,01/18/2024,3,Brett Goldstein,1099490,10576,10576,100%,Chicago Theatre,Chicago,United States,,,
01/18/2024,01/18/2024,1,Luis Miguel,2636203,24887,24887,100%,Estadio Olímpico,Santo Domingo,Dominican Republic,,,
01/18/2024,01/19/2024,2,Madonna,5094575,30670,30670,100%,Centre Bell,Montreal,Canada,,,
01/17/2024,01/17/2024,1,André Rieu,445533,4617,4617,100%,Stadthalle,Rostock,Germany,,,
02/17/2024,02/17/2024,1,Brent Faiyaz,543708,7690,8500,97.40%,Spark Arena,Auckland,New Zealand,,,
01/17/2024,01/17/2024,1,Dancing With The Stars Live,170059,2746,2746,100%,Westchester County Center,White Plains,United States,,,
01/17/2024,02/11/2024,29,Hamilton,4858915,39934,40861,97.73%,Etihad Arena,Abu Dhabi,United Arab Emirates,,,
01/17/2024,01/17/2024,1,Odd Eye Circle,36808,531,831,63.90%,Buckhead Theatre,Atlanta,United States,,,
01/17/2024,01/17/2024,1,Travis Scott,915975,9181,10323,88.94%,Fiserv Forum,Milwaukee,United States,,,
01/17/2024,01/17/2024,1,Zach Williams,88653,2070,2355,87.90%,Soldiers & Sailors Memorial Auditorium,Chattanooga,United States,,,
01/16/2024,01/21/2024,8,Chicago,1341050,16053,16160,99.34%,Reynolds Hall,Las Vegas,United States,,,
01/16/2024,01/16/2024,1,Eagles,2973183,9164,9164,100%,Acrisure Arena,Palm Desert,United States,,,
01/16/2024,01/16/2024,1,Screaming Orphans,16965,377,400,94.25%,Tribby Arts Center,Fort Myers,United States,,,
01/16/2024,01/16/2024,1,Tesla,120000,1301,1390,93.60%,Hard Rock Event Center,Tampa,United States,,,
01/15/2024,01/15/2024,1,Ed Sheeran,1786745,8109,8109,100%,Al-Dana Amphitheatre,Sakhir,Bahrain,,,
01/15/2024,01/15/2024,1,Screaming Orphans,10746,248,400,62.00%,Tribby Arts Center,Fort Myers,United States,,,
01/15/2024,01/15/2024,1,Madonna,2725951,13516,13516,100%,Little Caesars Arena,Detroit,United States,,,
01/15/2024,01/15/2024,1,World Wrestling Entertainment,373267,6793,10000,67.93%,Simmons Bank Arena,North Little Rock,United States,,,
01/14/2024,01/14/2024,1,Daniel Tiger's Neighborhood,44290,1059,1371,77.24%,Bergen Performing Arts Center,Englewood,United States,,,
01/14/2024,01/14/2024,1,Katt Williams,553570,5894,5894,100%,Hertz Arena,Estero,United States,,,
01/14/2024,01/14/2024,1,Mutts Gone Nuts,50134,2029,2029,100%,Ruth Eckerd Hall,Clearwater,United States,,,
01/14/2024,01/14/2024,2,Nate Bargatze,1845064,24588,36390,67.57%,Spectrum Center,Charlotte,United States,,,
01/14/2024,01/14/2024,1,Odd Eye Circle,150012,1542,1825,84.49%,Hard Rock Live,Orlando,United States,,,
01/14/2024,01/14/2024,1,Sisko,300,34,800,4.25%,Shrine,Mashantucket,United States,,,
01/14/2024,01/14/2024,1,Tamela Mann,74598,2030,2100,96.67%,Dreyfoos Hall,West Palm Beach,United States,,,
01/14/2024,01/14/2024,1,Travis Scott,1355983,9248,11455,80.73%,Bryce Jordan Center,University Park,United States,,,
01/14/2024,01/14/2024,1,Winter Jam,191677,7524,9500,79.20%,VyStar Veterans Mem. Arena,Jacksonville,United States,,,
03/14/2024,03/14/2024,1,Yonder Mountain String Band,19500,600,600,100%,Volcanic Theatre,Bend,United States,,,
01/13/2024,01/13/2024,1,Al Stewart,22867,475,486,97.74%,Myron's,Las Vegas,United States,,,
01/13/2024,01/13/2024,1,Allison Russell,25790,656,712,92.13%,Sheldon Concert Hall,St. Louis,United States,,,
01/13/2024,01/13/2024,1,All Elite Wrestling,328150,4358,5886,74.04%,Chartway Arena,Norfolk,United States,,,
01/13/2024,01/13/2024,1,Armnhmr,25860,1404,1404,100%,Big Night Live,Boston,United States,,,
01/13/2024,01/13/2024,1,All Elite Wrestling,328150,4358,5886,74.04%,Chartway Arena,Norfolk,United States,,,
01/13/2024,01/13/2024,1,Bring Me The Horizon,833167,14204,14223,99.80%,AO Arena,Manchester,England,,,
01/13/2024,01/13/2024,1,Christina Talks,104625,3817,6540,58.36%,MEO Arena,Lisbon,United States,,,
01/13/2024,01/13/2024,1,Dance Yourself Clean,19690,895,895,100%,9:30 Club,Washington,United States,,,
01/13/2024,01/13/2024,1,DL12 Indoor Trials,219468,5089,5332,95.44%,Utilita Arena,Sheffield,England,,,
01/13/2024,01/14/2024,2,ENHYPEN,2547829,15712,19006,82.67%,NTU Arena,Taoyuan,Taiwan,,,
01/13/2024,01/13/2024,1,IHeartRadio ALTer EGO,1528722,11673,12056,96.82%,Honda Center,Anaheim,United States,,,
01/13/2024,01/13/2024,1,Jay Leno,145890,1954,1954,100%,Ruth Eckerd Hall,Clearwater,United States,,,
01/13/2024,01/13/2024,1,Jim Jefferies,254383,3493,3531,98.92%,Wang Theatre,Boston,United States,,,
01/13/2024,01/13/2024,1,Johnny Mathis,178388,1968,2100,93.71%,Dreyfoos Hall,West Palm Beach,United States,,,
01/13/2024,01/13/2024,2,Kevin Hart,605917,3580,3702,96.70%,Chevalier Theatre,Medford,United States,,,
01/13/2024,01/14/2024,4,Sebastian Maniscalco,727058,5496,5920,92.84%,Encore Theater,Las Vegas,United States,,,
01/13/2024,01/14/2024,2,SEVENTEEN,11641788,54035,61400,88.01%,Philippine Sports Stadium,Bulacan,Philippines,,,
01/13/2024,01/13/2024,1,Tim Dillon,91912,1815,1815,100%,Warner Theatre,Washington,United States,,,
01/13/2024,01/13/2024,1,Winter Jam,163350,6515,8000,81.44%,Yuengling Center,Tampa,United States,,,
01/12/2024,01/13/2024,3,Andrew Schulz,772346,11004,11100,99.14%,MGM Music Hall,Boston,United States,,,
01/12/2024,01/12/2024,1,Anthony Jeselnik,143924,2057,2196,93.67%,Hard Rock Live,Wheatland,United States,,,
01/12/2024,01/12/2024,1,Bring Me The Horizon,894441,15074,15594,96.67%,Utilita Arena,Birmingham,United States,,,
01/12/2024,01/12/2024,1,Broadway Rave,9000,450,450,100%,The Atlantis,Washington,United States,,,
01/12/2024,01/13/2024,2,Calibash Festival,2143715,19878,19878,100%,Crypto.com Arena,Los Angeles,United States,,,
01/12/2024,01/12/2024,1,Christine Morency,35805,1199,1256,95.46%,Olympia de Montreal,Montreal,United States,,,
01/12/2024,01/12/2024,1,Clint Holmes,10220,238,244,97.54%,The Smith Center,Las Vegas,United States,,,
01/12/2024,02/03/2024,25,Fort Worth Stock Show & Rodeo,10048581,226001,239325,94.43%,Dickies Arena,Fort Worth,United States,,,
01/12/2024,01/12/2024,2,Hasan Minhaj,497820,6969,6969,100%,Chicago Theatre,Chicago,United States,,,
01/12/2024,01/13/2024,2,Jerry Seinfeld,1699142,11068,11124,99.50%,Beacon Theatre,New York,United States,,,
01/12/2024,01/12/2024,1,Les Ballets Trockadero De Monte Carlo,54278,934,2100,44.48%,Dreyfoos Hall,West Palm Beach,United States,,,
01/12/2024,01/12/2024,1,Odd Eye Circle,130955,1323,1429,92.58%,Town Hall,New York,United States,,,
01/12/2024,01/13/2024,2,Professional Bull Riders,858702,18788,23234,80.86%,Allstate Arena,Rosemont,United States,,,
01/12/2024,01/12/2024,1,Reggae Fest,39970,986,1400,70.43%,Big Night Live,Boston,United States,,,
01/12/2024,01/12/2024,1,Tim Dillon,86565,1569,1837,85.41%,Wind Creek Event Center,Bethlehem,United States,,,
01/12/2024,01/12/2024,1,Tina Fey,439459,2728,2808,97.15%,Arlene Schnitzer Concert Hall,Portland,United States,,,
01/12/2024,01/13/2024,2,Tool,3572905,25312,25312,100%,Madison Square Garden,New York,United States,,,
01/12/2024,01/12/2024,1,Travis Scott,2158045,15832,16220,97.61%,TD Garden,Boston,United States,,,
01/12/2024,01/12/2024,1,Winter Jam,158472,7611,7800,97.58%,Mitchell Center,Mobile,United States,,,
01/11/2024,01/11/2024,1,Anthony Jeselnik,92680,1954,1999,97.75%,Velma V. Morrison Center for the Performing Arts,Boise,United States,,,
01/11/2024,01/11/2024,1,Billy Joel,4344587,18427,18427,100%,Madison Square Garden,New York,United States,,,
01/11/2024,01/21/2024,7,Bruno Mars,43542810,322000,322000,100%,Tokyo Dome,Tokyo,Japan,,,
01/11/2024,01/11/2024,1,Christine Morency,24910,834,1238,67.37%,Olympia de Montreal,Montreal,United States,,,
01/11/2024,01/11/2024,1,Dancing With The Stars Live,269559,3491,3491,100%,Altria Theater,Richmond,United States,,,
01/11/2024,01/15/2024,8,Disney On Ice: Find Your Hero,2092892,44090,52016,84.76%,Prudential Center,Newark,United States,,,
01/11/2024,01/11/2024,1,Elvis Costello & The Imposters,200907,1727,1800,95.94%,Ruth Eckerd Hall,Clearwater,United States,,,
01/11/2024,01/11/2024,1,Jeff Dunham,469784,8389,8389,100%,Wells Fargo Center,Philadelphia,United States,,,
01/11/2024,01/12/2024,2,Madonna,5533143,30146,30146,100%,Scotiabank Arena,Toronto,Canada,,,
01/11/2024,01/11/2024,1,Paul Thorn,22448,588,650,90.46%,Bilheimer Capitol Theatre,Capitol Theatre,United States,,,
01/11/2024,01/11/2024,1,Ron White,109088,1775,1800,98.61%,Wagner Noël Performing Arts Center,Midland,United States,,,
01/11/2024,01/11/2024,1,Snax,260,30,600,5.00%,The Grand,Boston,United States,,,
01/10/2024,01/10/2024,1,Asaf Avidan,38654,1271,1271,100%,Olympia de Montreal,Montreal,Canada,,,
01/10/2024,01/10/2024,1,Dustbowl Revival,2330,90,300,30.00%,Sweetwater Music Hall,Mill Valley,United States,,,
01/10/2024,01/10/2024,1,Tool,1298813,11780,11780,100%,CFG Bank Arena,Baltimore,United States,,,
01/09/2024,01/14/2024,7,Disney's Aladdin,2041794,29416,30779,95.57%,Fox Theatre,Atlanta,United States,,,
01/09/2024,01/09/2024,1,Jacksonville Symphony Orchestra,84612,1235,2100,58.81%,Dreyfoos Hall,West Palm Beach,United States,,,
01/09/2024,01/09/2024,1,Kevin Hart,274379,2763,2784,99.25%,Palace Theatre,Albany,United States,,,
01/09/2024,01/09/2024,1,NLE Choppa,76184,1388,1900,73.05%,Forum Melbourne,Melbourne,Australia,,,
01/09/2024,01/09/2024,1,Travis Scott,2358001,19634,19634,100%,Centre Bell,Montreal,Canada,,,
01/08/2024,01/08/2024,1,Adrian Crutchfield,3410,141,312,45.19%,City Winery,Atlanta,United States,,,
01/08/2024,01/08/2024,1,Destroy Lonely,70046,1352,1900,71.16%,Forum Melbourne,Melbourne,Australia,,,
01/08/2024,01/09/2024,2,Madonna,5509791,25685,25685,100%,TD Garden,Boston,United States,,,
01/08/2024,01/14/2024,8,Mamma Mia,1280387,17924,20608,86.98%,Orpheum Theater,Omaha,United States,,,
01/08/2024,01/08/2024,1,Pink Floyd Laser Spectacular,14494,361,700,51.57%,Big Night Live,Boston,United States,,,
01/08/2024,01/08/2024,1,Screaming Orphans,3750,150,150,100%,Scottish American Society Of Dunedin,Dunedin,United States,,,
01/08/2024,01/08/2024,1,Yo-Yo Ma,154455,1487,2100,70.81%,Dreyfoos Hall,West Palm Beach,United States,,,
01/07/2024,01/07/2024,1,André Rieu,1313011,15799,15799,100%,Sportpaleis,Antwerp,Belgium,,,
01/07/2024,01/07/2024,1,Annual Elvis Birthday Bash,46931,1789,1800,99.39%,Ruth Eckerd Hall,Clearwater,United States,,,
01/07/2024,01/07/2024,1,Karl Bartlett,1305,40,300,13.33%,Sweetwater Music Hall,Mill Valley,United States,,,
01/07/2024,01/13/2024,8,Pixar World,759701,19780,19780,100%,Gran Carpa Santa Fe,Mexico City,Mexico,,,
01/07/2024,01/07/2024,1,Wildlands Festival,1490087,14200,14200,100%,Ellis Park,Adelaide,Australia,,,
01/06/2024,01/06/2024,1,1999 The Legacy Of Prince,20848,492,492,100%,Arlington Music Hall,Arlington,United States,,,
01/06/2024,01/06/2024,1,Aaron Lewis,106090,1173,1206,97.26%,Hollywood Casino,Charles Town,United States,,,
01/06/2024,01/06/2024,1,André Rieu,1216544,12029,12029,100%,Ziggo Dome,Amsterdam,Netherlands,,,
01/06/2024,01/06/2024,1,Costa,360,34,800,4.25%,Shrine,Mashantucket,United States,,,
01/06/2024,01/06/2024,1,DJ Screwloose,1060,61,600,10.17%,The Grand,Boston,United States,,,
01/06/2024,01/06/2024,1,Edwin McCain,23029,402,650,61.85%,Capitol Theatre,Clearwater,United States,,,
01/06/2024,01/06/2024,1,Hakuna Group Music,569157,15769,16199,97.35%,WiZink Center,Madrid,Spain,,,
01/06/2024,01/06/2024,1,Hot In Herre 2000's Dance Party,24000,1200,1200,100%,9:30 Club,Washington,United States,,,
01/06/2024,01/07/2024,3,Hot Wheels Monster Trucks Live Glow Party,812700,25320,34026,74.41%,State Farm Arena,Atlanta,United States,,,
01/06/2024,01/06/2024,1,Las Vegas Philharmonic,120664,1970,2040,96.57%,The Smith Center,Las Vegas,United States,,,
01/06/2024,01/06/2024,1,Lisbon Film Orchestra,180061,6722,9071,74.10%,MEO Arena,Lisbon,Portugal,,,
01/06/2024,01/06/2024,1,Mickey Darling,9900,450,450,100%,The Atlantis,Washington,United States,,,
01/06/2024,01/06/2024,1,Rodney Carrington,65037,1041,2012,51.74%,Pikes Peak Center,Colorado Springs,United States,,,
01/06/2024,01/06/2024,1,Shahram Shabpareh,168301,1523,1680,90.65%,Cobb Energy Performing Arts Centre,Atlanta,United States,,,
01/06/2024,01/06/2024,1,Treaty Oak Revival,18128,1069,1069,100%,Gothic Theatre,Englewood,United States,,,
01/06/2024,01/06/2024,1,Wildlands Festival,4707177,33996,33996,100%,Showgrounds,Perth,Australia,,,
01/05/2024,01/05/2024,1,"""1964"" The Tribute",24599,877,1034,84.82%,Long Center,Lafayette,United States,,,
01/05/2024,01/05/2024,1,Aaron Lewis,97937,1032,1206,85.57%,The Event Center,Charles Town,United States,,,
01/05/2024,01/05/2024,1,"Chris MacDonald ""Memories Of Elvis""",57136,1034,1859,55.62%,Barbara B. Mann Perf. Arts Hall,Fort Myers,United States,,,
01/05/2024,01/05/2024,1,Dave Fenley,6578,154,482,31.95%,Arlington Music Hall,Arlington,United States,,,
01/05/2024,01/05/2024,1,Deadbeat - Trib. To The Grateful Dead,7110,237,300,79.00%,Bull Run Restaurant,Shirley,United States,,,
01/05/2024,01/05/2024,1,Declan McKenna,82524,1956,1956,100%,Forum Melbourne,Melbourne,Australia,,,
01/05/2024,01/16/2024,4,Eagles,13805439,51347,51347,100%,Forum,Inglewood,United States,,,
01/05/2024,01/05/2024,1,Gimme Gimme Disco,16135,745,1700,43.82%,Big Night Live,Boston,United States,,,
01/05/2024,01/05/2024,1,Jake Shore,1120,58,600,9.67%,The Grand,Boston,United States,,,
01/05/2024,01/05/2024,1,Jeremy Demay,19578,668,744,89.78%,Olympia de Montreal,Montreal,Canada,,,
01/05/2024,01/06/2024,4,Jerry Seinfeld,1336532,11064,11064,100%,Queen Elizabeth Theatre,Vancouver,Canada,,,
01/05/2024,01/05/2024,1,Leanne Morgan,168614,2555,2589,98.69%,Saenger Theatre,Mobile,United States,,,
01/05/2024,01/05/2024,1,Mclusky,8403,311,450,69.11%,Lion Arts Factory,Adelaide,Australia,,,
01/05/2024,01/05/2024,1,Mickey Avalon,7114,388,750,51.73%,The Marquee,Tempe,United States,,,
01/05/2024,01/05/2024,1,Peter Kay,928998,12533,12692,98.75%,Utilita Arena,Birmingham,England,,,
01/05/2024,01/05/2024,1,Randall King,34893,1871,1871,100%,Grizzly Rose,Denver,United States,,,
01/05/2024,01/05/2024,1,Reality Fighting MMA,218764,3964,6336,62.56%,Mohegan Sun Arena,Uncasville,United States,,,
01/05/2024,01/05/2024,1,Rodney Carrington,81563,1185,2372,49.96%,Amarillo Civic Ctr. Auditorium,Amarillo,United States,,,
01/05/2024,01/05/2024,1,Rose Paradise,5722,279,300,93.00%,Sweetwater Music Hall,Mill Valley,United States,,,
01/05/2024,01/05/2024,1,Styx,459552,5981,5981,100%,The Sound Amphitheatre,Clearwater,United States,,,
01/05/2024,01/05/2024,1,Sweetlk,1540,85,600,14.17%,Mémoire,Everett,United States,,,
01/05/2024,01/05/2024,1,Tainy,906102,15818,16133,98.05%,Coliseo de Puerto Rico,San Juan,Puerto Rico,,,
01/05/2024,01/05/2024,1,The Z3,2165,113,250,45.20%,The Met,Pawtucket,United States,,,
01/04/2024,01/04/2024,1,Cobrah,20817,777,777,100%,Corner Hotel,Richmond,Australia,,,
01/04/2024,01/04/2024,1,Der König der Löwen - The Music Live in Concert,70745,866,2117,40.91%,Mitsubishi Electric Halle,Dusseldorf,Germany,,,
01/04/2024,01/07/2024,7,Disney On Ice,1477473,34084,44268,76.99%,UBS Arena,New York,United States,,,
01/04/2024,01/04/2024,1,Initium Pool Party,7301,533,533,100%,Hotel Las Américas,Cartagena,Colombia,,,
01/04/2024,01/04/2024,1,Los Angeles Philharmonic,91285,1077,1077,100%,McCallum Theatre,Palm Desert,United States,,,
01/04/2024,01/04/2024,1,Overmono,86745,1911,1911,100%,Forum Melbourne,Melbourne,Australia,,,
01/04/2024,01/04/2024,1,The Harlem Globetrotters,104131,2151,6449,33.35%,Alliant Energy PowerHouse,Cedar Rapids,United States,,,
01/04/2024,01/04/2024,1,The Legion of Decency,720,32,300,10.67%,Sweetwater Music Hall,Mill Valley,United States,,,
01/04/2024,01/06/2024,6,Tim Dillon,78285,2151,2250,95.60%,Funny Bone Comedy Club & Restaurant,Columbus,United States,,,
01/04/2024,01/04/2024,1,Tophouse,3148,193,350,55.14%,Dada,Dallas,United States,,,
01/04/2024,01/04/2024,1,Reza,34178,1185,1476,80.28%,Midland Center For The Arts,Midland,United States,,,
01/04/2024,01/04/2024,1,Rodney Carrington,69961,1131,1779,63.58%,Buddy Holly Hall Performing Arts And Sciences,Lubbock,United States,,,
01/04/2024,01/04/2024,1,The Commodores,64000,655,910,71.98%,Charleston Music Hall,Charleston,United States,,,
01/03/2024,01/03/2024,1,All Elite Wrestling,229520,5736,6005,95.52%,Prudential Center,Newark,United States,,,
01/03/2024,01/03/2024,1,DSL Dire Straits Legacy,229820,2708,3000,90.27%,TSB Bowl of Brooklands,New Plymouth,New Zealand,,,
01/03/2024,01/06/2024,3,Luke Bryan,1737737,12666,13161,96.23%,Resorts World Theatre,Las Vegas,United States,,,
